LearningRate,Timestep,KendallTau,MAP,a
0.0001,7,0.7305068279557074,0.5569328984534889,1.5
0.0001,8,0.7618148635535412,0.5953724802381272,1.5
0.0001,9,0.7194447406578366,0.6063486287404272,1.5
0.0001,7,0.7377675190964988,0.5551762011071015,1.1
0.0001,8,0.7691964516921924,0.5954398337541267,1.1
0.0001,9,0.7070675563297752,0.4372235796332511,1.1
0.0001,7,0.7362502550866776,0.5415509163078808,1.2
0.0001,8,0.7680895933092359,0.6145979046106617,1.2
0.0001,9,0.711358967479623,0.4832913911789981,1.2
0.0001,7,0.7340284807555348,0.5535081844084373,1.3
0.0001,8,0.7666633971043418,0.5984598683477257,1.3
0.0001,9,0.7129212577167399,0.5217585140601472,1.3
0.0001,7,0.7317823192491385,0.5388873565309921,1.4
0.0001,8,0.7650678688035664,0.5988606054950425,1.4
0.0001,9,0.7155091930837552,0.5754841612799821,1.4
0.0001,7,0.7411782594542995,0.5533443778313026,1.0
0.0001,8,0.7715019617614425,0.6151382109377794,1.0
0.0001,9,0.7056696337223013,0.430400149167943,1.0
0.0001,7,0.7276467949936068,0.5522114027334568,1.6
0.0001,8,0.7620779779964393,0.6066377709841142,1.6
0.0001,9,0.7264662189786988,0.6090259593842968,1.6
0.0001,7,0.7243049911166564,0.5567468980653305,1.7
0.0001,8,0.7608373567532192,0.5985975560543497,1.7
0.0001,9,0.7256644270761896,0.5958337524765086,1.7
0.0001,7,0.7229125037213537,0.546856136027242,1.8
0.0001,8,0.7607918313564987,0.6097544476499362,1.8
0.0001,9,0.7257124719799718,0.589649570723693,1.8
0.0001,7,0.7212324899960861,0.5490379003465159,1.9
0.0001,8,0.7605429781278871,0.5910332432028861,1.9
0.0001,9,0.7234746630742411,0.5875938630345205,1.9
