LearningRate,Timestep,KendallTau,MAP,a
0.005,9,0.8582033282643904,0.7325968653731944,1.1
0.005,7,0.8414157775205524,0.8243232563897477,1.2
0.005,8,0.859787232284432,0.8733002909317706,1.2
0.005,9,0.8602359899232512,0.7400907972971,1.2
0.005,7,0.8382140504277644,0.7938722618067113,1.3
0.005,8,0.8621729691112257,0.8768730417062729,1.3
0.005,9,0.860908794939464,0.7072007181727298,1.3
0.005,7,0.8432068915334523,0.7970742112385837,1.4
0.005,8,0.8622942452487059,0.8623694157052917,1.4
0.005,9,0.8594182158030671,0.7035331589777408,1.4
0.005,7,0.8390027283227234,0.8361519078704408,1.0
0.005,8,0.850614043128958,0.8775564371191754,1.0
0.005,9,0.8556947627408958,0.7361491886254559,1.0
0.005,7,0.846468428612395,0.7729893209985494,1.6
0.005,8,0.8647114061093636,0.7602018268655701,1.6
0.005,9,0.8616143093932167,0.7309357483066983,1.6
0.005,7,0.8478608502676619,0.7301228438982946,1.7
0.005,8,0.8644357086522405,0.729775098644975,1.7
0.005,9,0.8644577821594354,0.7411692604509347,1.7
0.005,7,0.8437637930220584,0.6911322028164191,1.8
0.005,8,0.8636596861357234,0.7242929121452363,1.8
0.005,9,0.8633879782263585,0.727075372143565,1.8
0.005,7,0.8435262937426272,0.6782757368025693,1.9
0.005,8,0.8586753040967101,0.6993675754334255,1.9
0.005,9,0.8653572909336439,0.7581419333430552,1.9
0.001,7,0.8218277088005893,0.25786081513878273,1.5
0.001,8,0.7737936589371025,0.19558065416665432,1.5
0.001,9,0.8074893201619068,0.270600105509973,1.5
0.001,7,0.7869255256098888,0.22988790913419177,1.1
0.001,8,0.7494393228043598,0.19422471101308791,1.1
0.001,9,0.7789710931972337,0.23356918941639299,1.1
0.001,7,0.799225521946003,0.23982519879105885,1.2
0.001,8,0.7542577800113605,0.1896385525443987,1.2
0.001,9,0.7878030501209505,0.25237520378312295,1.2
0.001,7,0.8056164887896357,0.2461421598944291,1.3
0.001,8,0.762110622707514,0.19120406065601056,1.3
0.001,9,0.7957767782683665,0.25420762596270985,1.3
0.001,7,0.8100768285343409,0.2357142248932984,1.4
0.001,8,0.7693127027392899,0.19383310680497418,1.4
0.001,9,0.7967625638424155,0.2503261416360275,1.4
0.001,7,0.7783315436526702,0.22901536950508683,1.0
0.001,8,0.730952108145394,0.18989515553686684,1.0
0.001,9,0.7799345677864227,0.26312205621784834,1.0
0.001,7,0.8204261226894859,0.2504550628600513,1.6
0.001,8,0.7770310983173675,0.20058160608267678,1.6
0.001,9,0.8062728717906034,0.2600862535998547,1.6
0.001,7,0.8245834269648716,0.2619106772074026,1.7
0.001,8,0.7860342376970225,0.21004717826179242,1.7
0.001,9,0.8145442475548281,0.27518538765886136,1.7
0.001,7,0.8175889638054824,0.2536119284705385,1.8
0.001,8,0.7845889030921641,0.20894650221046707,1.8
0.001,9,0.8139933732629259,0.26197460001002554,1.8
0.001,7,0.821067511685184,0.26086838559753683,1.9
0.001,8,0.7868502011043453,0.20174135154711714,1.9
0.001,9,0.8172886645704434,0.2617955999736557,1.9
